"Student.code","Teacher.code","Subject","Source","Category","Score"
2154,"HIC","Mathematics Extension 2","Student","Behaviour",5
1981,"MCV","History Ancient","Student","Behaviour",4
1981,"GAU","Business Studies","Student","Behaviour",4
1981,"LAN","Design and Technology","Student","Behaviour",4
1981,"COX","English Advanced","Student","Behaviour",4
1981,"MCV","History Extension","Student","Behaviour",4
1981,"MCG","Mathematics General","Student","Behaviour",4
1972,"CARN","English Advanced","Student","Behaviour",4
1972,"CARL","English Extension 1","Student","Behaviour",4
1972,"RIN","English Extension 2","Student","Behaviour",4
1972,"MIC","French Continuers","Student","Behaviour",2
1972,"MCV","History Extension","Student","Behaviour",4
1972,"HIC","Mathematics","Student","Behaviour",3
1972,"HIC","Mathematics Extension 1","Student","Behaviour",3
1972,"HIC","Mathematics Extension 2","Student","Behaviour",4
1972,"MCN","History Modern","Student","Behaviour",4
2163,"MCV","History Ancient","Student","Behaviour",5
2163,"CUNP","Drama","Student","Behaviour",5
2163,"LAN","Design and Technology","Student","Behaviour",5
2163,"COX","English Advanced","Student","Behaviour",5
2163,"CARL","English Extension 1","Student","Behaviour",5
2163,"RIN","English Extension 2","Student","Behaviour",5
2163,"STP","PDHPE","Student","Behaviour",5
2413,"CUNP","Drama","Student","Behaviour",5
2413,"HAY","English Advanced","Student","Behaviour",5
2413,"CARL","English Extension 1","Student","Behaviour",5
2413,"MCV","History Extension","Student","Behaviour",5
2413,"BAI","Mathematics General","Student","Behaviour",4
2413,"MCN","History Modern","Student","Behaviour",5
2413,"BOL","Studies of Religion 1","Student","Behaviour",5
2358,"MCV","History Ancient","Student","Behaviour",4
2358,"HAN","Biology","Student","Behaviour",5
2358,"HAY","English Advanced","Student","Behaviour",5
2358,"CARL","English Extension 1","Student","Behaviour",5
2358,"RIN","English Extension 2","Student","Behaviour",4
2358,"MCV","History Extension","Student","Behaviour",5
2358,"STP","PDHPE","Student","Behaviour",4
2297,"CUNP","Drama","Student","Behaviour",3
2297,"COX","English Advanced","Student","Behaviour",3
2297,"MCV","History Extension","Student","Behaviour",4
2297,"BAI","Mathematics General","Student","Behaviour",2
2297,"MCN","History Modern","Student","Behaviour",3
2297,"SIND","Music 1 & 2","Student","Behaviour",3
2667,"BOL","Business Studies","Student","Behaviour",3
2667,"ANT","Distance Education","Student","Behaviour",5
2667,"LAN","Design and Technology","Student","Behaviour",4
2667,"HAY","English Advanced","Student","Behaviour",5
2667,"SHE","Geography","Student","Behaviour",3
2667,"BAI","Mathematics General","Student","Behaviour",4
2664,"SCH","Biology","Student","Behaviour",4
2664,"CUNP","Drama","Student","Behaviour",5
2664,"HAY","English Advanced","Student","Behaviour",4
2664,"MCG","Mathematics General","Student","Behaviour",4
2664,"SIND","Music 1 & 2","Student","Behaviour",5
2664,"BOL","Studies of Religion 1","Student","Behaviour",5
2109,"CUNP","Drama","Student","Behaviour",4
2109,"GAU","Economics","Student","Behaviour",4
2109,"CARN","English Advanced","Student","Behaviour",3
2109,"CARL","English Extension 1","Student","Behaviour",5
2109,"RIN","English Extension 2","Student","Behaviour",5
2109,"MCG","Mathematics General","Student","Behaviour",3
2541,"SCH","Biology","Student","Behaviour",4
2541,"CUNP","Drama","Student","Behaviour",4
2541,"LAN","Design and Technology","Student","Behaviour",5
2541,"HAY","English Advanced","Student","Behaviour",4
2541,"PUG","Visual Arts","Student","Behaviour",5
2215,"GAU","Business Studies","Student","Behaviour",3
2215,"LAN","Design and Technology","Student","Behaviour",3
2215,"MCN","History Modern","Student","Behaviour",3
2215,"STP","PDHPE","Student","Behaviour",3
2215,"RIN","","Student","Behaviour",3
2026,"SCH","Biology","Student","Behaviour",4
2026,"CUNP","Drama","Student","Behaviour",5
2026,"COX","English Advanced","Student","Behaviour",3
2026,"MCV","History Extension","Student","Behaviour",4
2026,"MCN","History Modern","Student","Behaviour",4
2026,"PUG","Visual Arts","Student","Behaviour",4
2466,"SCH","Biology","Student","Behaviour",3
2466,"CUNP","Drama","Student","Behaviour",5
2466,"HAY","English Advanced","Student","Behaviour",3
2466,"MCG","Mathematics General","Student","Behaviour",3
2466,"MCN","History Modern","Student","Behaviour",4
2466,"SIND","Music 1 & 2","Student","Behaviour",4
2383,"BEV","Chemistry","Student","Behaviour",4
2383,"CARN","English Advanced","Student","Behaviour",5
2383,"MARN","Engineering Studies","Student","Behaviour",5
2383,"DOB","Mathematics","Student","Behaviour",3
2383,"CAM","Physics","Student","Behaviour",3
2383,"BOL","Studies of Religion 1","Student","Behaviour",4
2262,"MCV","History Ancient","Student","Behaviour",4
2262,"LAN","Design and Technology","Student","Behaviour",2
2262,"CARN","English Advanced","Student","Behaviour",4
2262,"MARN","Engineering Studies","Student","Behaviour",5
2262,"MCG","Mathematics General","Student","Behaviour",2
2262,"PUG","Visual Arts","Student","Behaviour",3
2193,"MCV","History Ancient","Student","Behaviour",4
2193,"LAN","Design and Technology","Student","Behaviour",3
2193,"COX","English Advanced","Student","Behaviour",4
2193,"STP","PDHPE","Student","Behaviour",4
2193,"PUG","Visual Arts","Student","Behaviour",4
2566,"HAN","Biology","Student","Behaviour",5
2566,"BOL","Business Studies","Student","Behaviour",5
2566,"LAN","Design and Technology","Student","Behaviour",5
2566,"BAI","Mathematics General","Student","Behaviour",5
2566,"STP","PDHPE","Student","Behaviour",5
2566,"RIN","English Standrd","Student","Behaviour",5
2169,"SCH","Biology","Student","Behaviour",4
2169,"CUNP","Drama","Student","Behaviour",5
2169,"CARN","English Advanced","Student","Behaviour",5
2169,"CARL","English Extension 1","Student","Behaviour",5
2169,"RIN","English Extension 2","Student","Behaviour",5
2169,"MCN","History Modern","Student","Behaviour",5
2169,"PUG","Visual Arts","Student","Behaviour",4
20931,"CUNP","Drama","Student","Behaviour",4
20931,"CARN","English Advanced","Student","Behaviour",3
20931,"CARL","English Extension 1","Student","Behaviour",3
20931,"MCV","History Extension","Student","Behaviour",4
20931,"MCG","Mathematics General","Student","Behaviour",4
20931,"MCN","History Modern","Student","Behaviour",4
20931,"CAM","Physics","Student","Behaviour",4
2217,"CUNP","Drama","Student","Behaviour",5
2217,"CARN","English Advanced","Student","Behaviour",4
2217,"CARL","English Extension 1","Student","Behaviour",5
2217,"RIN","English Extension 2","Student","Behaviour",5
2217,"MCV","History Extension","Student","Behaviour",5
2217,"MCN","History Modern","Student","Behaviour",3
2217,"PUG","Visual Arts","Student","Behaviour",3
2080,"GAU","Economics","Student","Behaviour",3
2080,"CARN","English Advanced","Student","Behaviour",5
2080,"CARL","English Extension 1","Student","Behaviour",4
2080,"RIN","English Extension 2","Student","Behaviour",4
2080,"MCG","Mathematics General","Student","Behaviour",5
2080,"CAM","Physics","Student","Behaviour",4
2080,"BOL","Studies of Religion 1","Student","Behaviour",4
2415,"BOL","Business Studies","Student","Behaviour",5
2415,"CUNP","Drama","Student","Behaviour",5
2415,"COX","English Advanced","Student","Behaviour",5
2415,"SIM","Legal Studies","Student","Behaviour",5
2415,"MCG","Mathematics General","Student","Behaviour",5
2415,"STP","PDHPE","Student","Behaviour",5
2295,"CARN","English Advanced","Student","Behaviour",4
2295,"MIC","French Continuers","Student","Behaviour",4
2295,"HIC","Mathematics","Student","Behaviour",4
2295,"HIC","Mathematics Extension 1","Student","Behaviour",3
2295,"CAM","Physics","Student","Behaviour",4
2519,"SCH","Biology","Student","Behaviour",5
2519,"CUNP","Drama","Student","Behaviour",5
2519,"CARN","English Advanced","Student","Behaviour",5
2519,"CARL","English Extension 1","Student","Behaviour",5
2519,"RIN","English Extension 2","Student","Behaviour",5
2519,"MCG","Mathematics General","Student","Behaviour",5
2207,"CUNP","Drama","Student","Behaviour",3
2207,"GAU","Economics","Student","Behaviour",4
2207,"HAY","English Advanced","Student","Behaviour",3
2207,"CARL","English Extension 1","Student","Behaviour",4
2207,"RIN","English Extension 2","Student","Behaviour",5
2207,"MIC","French Continuers","Student","Behaviour",3
2207,"BAI","Mathematics General","Student","Behaviour",3
2340,"CARN","English Advanced","Student","Behaviour",4
2340,"CARL","English Extension 1","Student","Behaviour",5
2340,"RIN","English Extension 2","Student","Behaviour",5
2340,"MCV","History Extension","Student","Behaviour",5
2340,"SIM","Legal Studies","Student","Behaviour",5
2340,"MCG","Mathematics General","Student","Behaviour",4
2340,"MCN","History Modern","Student","Behaviour",4
2007,"SCH","Biology","Student","Behaviour",2
2007,"BEV","Chemistry","Student","Behaviour",2
2007,"HAY","English Advanced","Student","Behaviour",2
2007,"MARN","Engineering Studies","Student","Behaviour",3
2007,"MCG","Mathematics General","Student","Behaviour",4
20101,"HAN","Biology","Student","Behaviour",5
20101,"GAU","Economics","Student","Behaviour",5
20101,"HAY","English Advanced","Student","Behaviour",4
20101,"HIC","Mathematics","Student","Behaviour",5
20101,"HIC","Mathematics Extension 1","Student","Behaviour",5
20101,"CAM","Physics","Student","Behaviour",5
2083,"GAU","Business Studies","Student","Behaviour",4
2083,"LAN","Design and Technology","Student","Behaviour",4
2083,"MCN","History Modern","Student","Behaviour",4
2083,"RIN","English Standrd","Student","Behaviour",3
2083,"","TVET","Student","Behaviour",3
19618,"HAN","Biology","Student","Behaviour",2
19618,"BEV","Chemistry","Student","Behaviour",2
19618,"HAY","English Advanced","Student","Behaviour",2
19618,"SIM","Legal Studies","Student","Behaviour",3
19618,"MCG","Mathematics General","Student","Behaviour",2
19618,"MCN","History Modern","Student","Behaviour",3
2223,"BEV","Chemistry","Student","Behaviour",5
2223,"COX","English Advanced","Student","Behaviour",4
2223,"CARL","English Extension 1","Student","Behaviour",5
2223,"HIC","Mathematics","Student","Behaviour",4
2223,"HIC","Mathematics Extension 1","Student","Behaviour",4
2223,"HIC","Mathematics Extension 2","Student","Behaviour",5
2223,"CAM","Physics","Student","Behaviour",4
2651,"HAN","Biology","Student","Behaviour",5
2651,"BOL","Business Studies","Student","Behaviour",5
2651,"COX","English Advanced","Student","Behaviour",4
2651,"HAVI","Food Technology","Student","Behaviour",5
2651,"BAI","Mathematics General","Student","Behaviour",5
2651,"STP","PDHPE","Student","Behaviour",5
20491,"GAU","Business Studies","Student","Behaviour",4
20491,"LAN","Design and Technology","Student","Behaviour",4
20491,"COX","English Advanced","Student","Behaviour",4
20491,"MCV","History Extension","Student","Behaviour",4
20491,"SIM","Legal Studies","Student","Behaviour",5
20491,"MCN","History Modern","Student","Behaviour",5
2686,"MCV","History Ancient","Student","Behaviour",4
2686,"GAU","Business Studies","Student","Behaviour",3
2686,"HAY","English Advanced","Student","Behaviour",3
2686,"MCV","History Extension","Student","Behaviour",3
2686,"MCN","History Modern","Student","Behaviour",4
2686,"PUG","Visual Arts","Student","Behaviour",3
10976,"SCH","Biology","Student","Behaviour",4
10976,"BOL","Business Studies","Student","Behaviour",5
10976,"CUNP","Drama","Student","Behaviour",4
10976,"HAY","English Advanced","Student","Behaviour",5
10976,"MCG","Mathematics General","Student","Behaviour",5
10976,"SIND","Music 1 & 2","Student","Behaviour",5
2054,"SCH","Biology","Student","Behaviour",4
2054,"BOL","Business Studies","Student","Behaviour",4
2054,"COX","English Advanced","Student","Behaviour",4
2054,"SHE","Geography","Student","Behaviour",5
2054,"MCG","Mathematics General","Student","Behaviour",5
2054,"STP","PDHPE","Student","Behaviour",5
2231,"CARN","English Advanced","Student","Behaviour",5
2231,"HIC","Mathematics","Student","Behaviour",5
2231,"HIC","Mathematics Extension 1","Student","Behaviour",5
2231,"HIC","Mathematics Extension 2","Student","Behaviour",5
2231,"CAM","Physics","Student","Behaviour",5
2231,"PUG","Visual Arts","Student","Behaviour",5
2719,"GAU","Economics","Student","Behaviour",5
2719,"CARN","English Advanced","Student","Behaviour",4
2719,"CARL","English Extension 1","Student","Behaviour",5
2719,"RIN","English Extension 2","Student","Behaviour",5
2719,"DOB","Mathematics","Student","Behaviour",5
2719,"SIND","Music 1 & 2","Student","Behaviour",4
2620,"SCH","Biology","Student","Behaviour",5
2620,"CUNP","Drama","Student","Behaviour",5
2620,"COX","English Advanced","Student","Behaviour",5
2620,"DOB","Mathematics","Student","Behaviour",5
2620,"BOL","Studies of Religion 1","Student","Behaviour",5
2130,"SCH","Biology","Student","Behaviour",4
2130,"CUNP","Drama","Student","Behaviour",5
2130,"COX","English Advanced","Student","Behaviour",5
2130,"CARL","English Extension 1","Student","Behaviour",5
2130,"RIN","English Extension 2","Student","Behaviour",5
2130,"DOB","Mathematics","Student","Behaviour",5
2571,"CUNP","Drama","Student","Behaviour",4
2571,"HAY","English Advanced","Student","Behaviour",5
2571,"CARL","English Extension 1","Student","Behaviour",5
2571,"RIN","English Extension 2","Student","Behaviour",5
2571,"HIC","Mathematics","Student","Behaviour",4
2571,"HIC","Mathematics Extension 1","Student","Behaviour",4
2571,"CAM","Physics","Student","Behaviour",4
1971,"CUNP","Drama","Student","Behaviour",3
1971,"HAY","English Advanced","Student","Behaviour",4
1971,"MCV","History Extension","Student","Behaviour",3
1971,"DOB","Mathematics","Student","Behaviour",3
1971,"MCN","History Modern","Student","Behaviour",3
1971,"CAM","Physics","Student","Behaviour",4
2335,"HAVI","Food Technology","Student","Behaviour",4
2335,"BAI","Mathematics General","Student","Behaviour",4
2335,"MCN","History Modern","Student","Behaviour",3
2335,"STP","PDHPE","Student","Behaviour",3
2335,"RIN","English Standrd","Student","Behaviour",3
2117,"MCV","History Ancient","Student","Behaviour",4
2117,"CARN","English Advanced","Student","Behaviour",4
2117,"MCV","History Extension","Student","Behaviour",5
2117,"MCG","Mathematics General","Student","Behaviour",2
2117,"STP","PDHPE","Student","Behaviour",3
2117,"PUG","Visual Arts","Student","Behaviour",4
2012,"SCH","Biology","Student","Behaviour",4
2012,"BEV","Chemistry","Student","Behaviour",4
2012,"CUNP","Drama","Student","Behaviour",4
2012,"CARN","English Advanced","Student","Behaviour",4
2012,"MCG","Mathematics General","Student","Behaviour",4
2012,"STP","PDHPE","Student","Behaviour",4
2462,"SCH","Biology","Student","Behaviour",4
2462,"BEV","Chemistry","Student","Behaviour",5
2462,"CARN","English Advanced","Student","Behaviour",5
2462,"CARL","English Extension 1","Student","Behaviour",5
2462,"MCV","History Extension","Student","Behaviour",5
2462,"DOB","Mathematics","Student","Behaviour",5
2462,"MCN","History Modern","Student","Behaviour",5
19297,"HAN","Biology","Student","Behaviour",4
19297,"GAU","Economics","Student","Behaviour",4
19297,"HAY","English Advanced","Student","Behaviour",3
19297,"MCV","History Extension","Student","Behaviour",4
19297,"MCG","Mathematics General","Student","Behaviour",3
19297,"MCN","History Modern","Student","Behaviour",4
7179,"LAN","Design and Technology","Student","Behaviour",4
7179,"CARN","English Advanced","Student","Behaviour",4
7179,"SIM","Legal Studies","Student","Behaviour",4
